playerID,year,tmID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ
parkeca01w,9,LAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parkeca01w,10,LAS,33,33,1109,610,84,229,313,113,42,75,93,91,442,231,187,137,26,11,2,6,6,219,90,20,39,59,23,9,13,17,16,74,34,29,22,7,0,0
pascafl01w,9,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pavlimi01w,2,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pavlimi01w,4,PHO,10,0,21,1,0,6,6,1,0,2,1,0,2,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payeka01w,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payeka01w,2,MIN,28,12,408,56,3,27,30,38,8,6,28,49,58,19,9,6,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payeka01w,3,SEA,60,28,1060,147,10,81,91,135,29,6,74,104,136,49,25,17,97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penicti01w,1,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penicti01w,2,SAC,30,30,936,208,12,77,89,236,70,6,71,71,185,68,107,62,50,10,1,2,2,77,16,2,5,7,14,4,0,6,10,16,4,6,5,6,3,1
penicti01w,3,SAC,53,52,1680,352,18,157,175,408,110,14,135,129,309,110,171,111,92,21,2,7,7,240,47,5,21,26,47,7,4,15,19,56,14,10,9,25,10,1
penicti01w,4,SAC,47,46,1597,347,13,175,188,364,104,9,133,107,283,102,167,124,74,19,1,5,5,163,31,3,16,19,33,3,4,9,9,40,10,4,4,19,7,0
penicti01w,5,SAC,58,58,1942,386,36,185,221,421,125,2,150,125,364,122,179,119,92,23,1,6,6,143,25,1,13,14,18,6,3,7,12,24,8,8,7,8,2,0
penicti01w,6,SAC,67,66,2059,382,43,178,221,392,125,3,153,140,383,125,146,94,128,38,1,12,12,336,50,5,29,34,50,21,5,26,29,51,14,24,18,23,4,0
penicti01w,7,SAC,67,65,1897,394,22,177,199,312,112,8,139,128,350,117,170,129,109,31,0,12,12,355,57,6,38,44,63,21,3,33,26,58,16,31,23,19,2,0
penicti01w,8,SAC,68,67,1773,378,18,170,188,265,106,8,134,120,343,112,177,140,72,14,0,15,15,375,77,2,43,45,65,17,1,25,23,82,25,32,23,18,4,0
