total_wins,total_losses,PostoRebounds,PostdRebounds,PostRebounds,PostSteals,PostPF,PostftAttempted,W,L,playoff,year,tmID,confID_EA,confID_WE
0.0,0.0,0.0,0.125,0.125,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0,8,MIN,0.0,1.0
0.0,0.0,0.7777777777777778,1.3888888888888888,2.1666666666666665,0.1111111111111111,1.2222222222222223,0.6666666666666666,0.0,2.0,1,8,NYL,1.0,0.0
0.0,0.0,0.5416666666666666,0.75,1.2916666666666667,0.5416666666666666,1.5,0.75,0.0,0.0,1,8,PHO,0.0,1.0
5.5,1.0,6.875,14.375,21.25,4.666666666666667,10.958333333333334,12.166666666666666,13.0,4.0,1,8,SAC,0.0,1.0
0.0,0.0,0.8333333333333334,2.2777777777777777,3.111111111111111,0.3888888888888889,2.888888888888889,0.8333333333333334,0.0,0.0,1,8,SAS,0.0,1.0
0.0,1.0,1.2692307692307692,4.038461538461538,5.307692307692308,1.2307692307692308,3.730769230769231,4.358974358974359,2.0,4.0,1,8,SEA,0.0,1.0
0.0,0.0,1.2692307692307692,2.3461538461538463,3.615384615384616,0.7692307692307693,2.1538461538461537,1.8846153846153848,0.0,0.0,0,8,WAS,1.0,0.0
0.0,0.0,0.9166666666666666,3.208333333333333,4.125,1.125,3.333333333333333,3.0,0.0,0.0,0,9,ATL,1.0,0.0
0.0,0.0,0.4333333333333333,0.5166666666666667,0.95,0.05,0.4666666666666666,0.7333333333333333,0.0,0.0,0,9,CHI,1.0,0.0
1.0,1.0,2.571428571428572,8.571428571428571,11.142857142857142,1.7857142857142858,6.928571428571429,7.071428571428571,4.0,4.0,1,9,CON,1.0,0.0
5.5,1.0,8.58974358974359,18.384615384615383,26.97435897435897,3.6666666666666665,14.051282051282053,14.102564102564104,13.0,8.0,1,9,DET,1.0,0.0
0.0,0.0,1.65,3.25,4.9,1.15,3.95,3.4,0.0,0.0,0,9,HOU,0.0,1.0
1.0,0.5,1.7142857142857142,5.25,6.964285714285714,1.8214285714285716,3.7857142857142856,3.7857142857142856,3.0,5.0,1,9,IND,1.0,0.0
2.0,0.0,3.590909090909091,7.636363636363637,11.227272727272728,2.3181818181818183,5.909090909090909,5.681818181818182,2.0,3.0,1,9,LAS,0.0,1.0
0.0,0.0,0.3636363636363636,1.1363636363636365,1.5,0.4545454545454545,1.0,0.9090909090909092,0.0,0.0,0,9,MIN,0.0,1.0
0.0,1.0,1.45,4.983333333333333,6.433333333333333,1.2833333333333334,2.966666666666667,3.066666666666667,1.0,2.0,1,9,NYL,1.0,0.0
0.0,0.0,3.888888888888889,9.27777777777778,13.166666666666666,2.7777777777777777,6.5,8.166666666666666,0.0,0.0,0,9,PHO,0.0,1.0
2.0,1.5,4.777777777777778,9.333333333333334,14.11111111111111,3.7777777777777777,7.666666666666667,8.11111111111111,7.0,5.0,1,9,SAC,0.0,1.0
2.0,0.0,3.4375,6.75,10.1875,1.875,6.125,3.875,2.0,3.0,1,9,SAS,0.0,1.0
0.0,0.5,4.983333333333333,9.65,14.633333333333336,1.9666666666666668,6.783333333333333,9.516666666666667,1.0,4.0,1,9,SEA,0.0,1.0
0.0,0.0,1.125,2.25,3.375,0.5833333333333334,1.5,1.7083333333333333,0.0,0.0,0,9,WAS,1.0,0.0
0.0,0.0,0.0,0.3181818181818182,0.3181818181818182,0.0909090909090909,0.5,0.3636363636363636,0.0,0.0,1,10,ATL,1.0,0.0
0.0,0.0,0.15,0.65,0.8,0.2,0.25,0.65,0.0,0.0,0,10,CHI,1.0,0.0
0.0,0.0,2.833333333333333,7.15,9.983333333333333,1.9,5.033333333333333,4.183333333333334,0.0,0.0,0,10,CON,1.0,0.0
5.5,1.0,7.388888888888888,17.27777777777778,24.666666666666668,3.7666666666666666,12.822222222222225,11.955555555555556,13.0,7.0,1,10,DET,1.0,0.0
1.0,1.0,2.833333333333333,8.708333333333334,11.541666666666666,2.75,6.333333333333333,7.291666666666667,4.0,5.0,1,10,IND,1.0,0.0
2.0,1.0,5.611111111111111,12.444444444444445,18.05555555555556,3.555555555555556,9.72222222222222,8.833333333333334,3.0,3.0,1,10,LAS,0.0,1.0
0.0,0.0,1.0555555555555556,1.6111111111111112,2.6666666666666665,0.6666666666666666,1.0,1.8333333333333333,0.0,0.0,0,10,MIN,0.0,1.0
0.0,0.0,3.8,12.05,15.85,2.85,8.85,6.45,0.0,0.0,0,10,NYL,1.0,0.0
7.0,0.0,4.363636363636363,10.909090909090908,15.272727272727272,3.409090909090909,7.590909090909091,11.681818181818182,7.0,2.0,1,10,PHO,0.0,1.0
0.0,0.0,2.196969696969697,5.212121212121212,7.409090909090909,2.106060606060606,5.409090909090909,4.5,0.0,0.0,0,10,SAC,0.0,1.0
3.0,0.0,7.6875,18.4375,26.125,5.25,14.1875,15.75,6.0,8.0,1,10,SAS,0.0,1.0
0.0,0.5,2.560606060606061,5.712121212121212,8.272727272727273,1.878787878787879,4.803030303030304,4.590909090909091,1.0,4.0,1,10,SEA,0.0,1.0
0.0,0.0,0.0303030303030303,0.0,0.0303030303030303,0.0303030303030303,0.1212121212121212,0.0,0.0,0.0,1,10,WAS,1.0,0.0
